orig_name,dest_name,d_time,d_dur_traf,d_dist,t_time,t_dist,t_fare
North Greenwood,Lake City,869,820,6053,2560.0,9138.0,2.75
North Greenwood,North Green Lake,505,512,3136,1352.0,3345.0,2.75
Oaktree,University District,686,834,7277,2117.0,7657.0,2.75
Oaktree,Ballard,725,749,5529,1448.0,6025.0,2.75
Oaktree,Fremont,705,764,5770,1529.0,5816.0,2.75
Oaktree,Campus Parkway,710,900,7798,2386.0,8385.0,2.75
Oaktree,Northgate,355,339,1938,1104.0,2056.0,2.75
Oaktree,Broadview,509,499,3826,1820.0,4011.0,2.75
Oaktree,Crown Hill,425,416,2638,803.0,3183.0,2.75
Oaktree,Greenwood,291,290,1885,1166.0,2449.0,2.75
Oaktree,Lake City,704,668,4781,1831.0,7806.0,2.75
Oaktree,North Green Lake,477,502,2588,970.0,2777.0,2.75
Roosevelt,University District,438,466,2404,1004.0,2196.0,2.75
Roosevelt,Ballard,974,987,6988,2320.0,8196.0,2.75
Roosevelt,Fremont,665,684,4934,2119.0,6521.0,2.75
Roosevelt,Campus Parkway,560,568,2905,1214.0,2945.0,2.75
Roosevelt,Northgate,390,381,4365,919.0,4068.0,2.75
Roosevelt,Broadview,799,817,9457,3194.0,8764.0,2.75
Roosevelt,Crown Hill,741,745,5703,1983.0,6268.0,2.75
Roosevelt,Greenwood,590,597,4661,1899.0,5149.0,2.75
Roosevelt,Lake City,499,502,5022,1760.0,6818.0,2.75
Roosevelt,North Green Lake,399,370,2514,1153.0,2813.0,2.75
Husky Stadium,University District,407,392,2613,676.0,2296.0,2.75
Husky Stadium,Ballard,1202,1277,9153,2404.0,9439.0,2.75
Husky Stadium,Fremont,618,681,4002,1724.0,5011.0,2.75
Husky Stadium,Campus Parkway,363,368,1468,632.0,1676.0,2.75
Husky Stadium,Northgate,680,732,10083,2024.0,7949.0,2.75
Husky Stadium,Broadview,1090,1165,15175,3487.0,12762.0,2.75
Husky Stadium,Crown Hill,1032,1110,11422,2741.0,9771.0,2.75
Husky Stadium,Greenwood,880,961,10379,2612.0,8652.0,2.75
Husky Stadium,Lake City,924,928,7919,1516.0,8470.0,2.75
Husky Stadium,North Green Lake,744,786,6853,1866.0,6316.0,2.75
Interbay,University District,1307,1327,8842,3294.0,9488.0,2.75
Interbay,Ballard,712,739,5347,2152.0,5584.0,2.75
Interbay,Fremont,712,750,5264,1901.0,6296.0,2.75
Interbay,Campus Parkway,1169,1238,7219,2690.0,8864.0,2.75
Interbay,Northgate,1428,1443,10977,4261.0,20654.0,2.75
Interbay,Broadview,1195,1220,10284,4500.0,15594.0,2.75
Interbay,Crown Hill,849,876,6693,2113.0,6852.0,2.75
Interbay,Greenwood,1002,1012,8027,3034.0,9102.0,2.75
Interbay,Lake City,1620,1648,14612,4491.0,20384.0,2.75
Interbay,North Green Lake,984,1000,8554,3529.0,15316.0,2.75
Denny,University District,961,1257,10764,2320.0,11630.0,5.5
Denny,Ballard,1506,1790,15207,3317.0,14206.0,2.75
Denny,Fremont,919,1208,9631,2138.0,9427.0,2.75
Denny,Campus Parkway,972,1277,11089,2196.0,11041.0,5.5
Denny,Northgate,1113,1384,15967,2909.0,18092.0,2.75
Denny,Broadview,1523,1809,21059,4370.0,18838.0,2.75
Denny,Crown Hill,1465,1758,17305,3725.0,15893.0,2.75
Denny,Greenwood,1313,1613,16263,3393.0,15350.0,2.75
Denny,Lake City,1254,1540,17115,2611.0,17508.0,5.5
Denny,North Green Lake,1048,1318,12907,2804.0,13314.0,5.5
Westlake,University District,732,841,6451,1851.0,6560.0,2.75
Westlake,Ballard,919,948,7767,1407.0,7507.0,2.75
Westlake,Fremont,394,389,2757,534.0,2864.0,2.75
Westlake,Campus Parkway,743,752,5561,1508.0,5735.0,2.75
Westlake,Northgate,885,967,11654,2917.0,12608.0,2.75
Westlake,Broadview,1216,1210,11861,2563.0,11585.0,2.75
Westlake,Crown Hill,1081,1054,8479,1888.0,10318.0,2.75
Westlake,Greenwood,888,888,8627,1586.0,8098.0,2.75
Westlake,Lake City,1026,1122,12802,3249.0,17255.0,2.75
Westlake,North Green Lake,507,502,6166,1221.0,6493.0,2.75
King Street Station,University District,845,938,8319,1835.0,8788.0,0.0
King Street Station,Ballard,1351,1488,14134,2835.0,11947.0,2.75
King Street Station,Fremont,764,892,8558,1589.0,7176.0,2.75
King Street Station,Campus Parkway,856,958,8643,1927.0,8976.0,5.5
King Street Station,Northgate,997,1063,13521,2169.0,15969.0,2.75
King Street Station,Broadview,1407,1494,18613,3558.0,15896.0,2.75
King Street Station,Crown Hill,1349,1442,14860,2992.0,13340.0,2.75
King Street Station,Greenwood,1197,1293,13818,2581.0,12409.0,2.75
King Street Station,Lake City,1139,1219,14669,1972.0,15298.0,2.75
King Street Station,North Green Lake,893,1002,11834,2077.0,10792.0,2.75
Colman Dock,University District,875,934,8200,2214.0,9339.0,5.5
Colman Dock,Ballard,1318,1401,10588,2793.0,11403.0,2.75
Colman Dock,Fremont,736,741,6512,1567.0,6632.0,2.75
Colman Dock,Campus Parkway,886,954,8525,2520.0,7508.0,2.75
Colman Dock,Northgate,1027,1060,13402,2359.0,15751.0,2.75
Colman Dock,Broadview,1437,1490,18495,3536.0,15352.0,2.75
Colman Dock,Crown Hill,1399,1379,13097,2979.0,13006.0,2.75
Colman Dock,Greenwood,1247,1237,12248,2559.0,11865.0,2.75
Colman Dock,Lake City,1168,1215,14551,2136.0,14730.0,2.75
Colman Dock,North Green Lake,866,851,9788,2081.0,10458.0,2.75
South Lake Union,University District,497,555,5294,1504.0,5172.0,2.75
South Lake Union,Ballard,1025,1058,9709,1717.0,8623.0,2.75
South Lake Union,Fremont,438,459,4133,1249.0,4237.0,2.75
South Lake Union,Campus Parkway,547,544,3947,1136.0,4216.0,2.75
South Lake Union,Northgate,649,666,10496,2922.0,10838.0,2.75
South Lake Union,Broadview,1059,1100,15589,3189.0,12806.0,2.75
South Lake Union,Crown Hill,1001,1044,11835,2198.0,11434.0,2.75
South Lake Union,Greenwood,849,895,10793,2212.0,9319.0,2.75
South Lake Union,Lake City,791,823,11645,3231.0,14893.0,2.75
South Lake Union,North Green Lake,567,567,7408,2034.0,7812.0,2.75
North Greenwood,Oaktree,262,257,1183,891.0,1140.0,0.0
North Greenwood,Roosevelt,625,750,4996,2314.0,5645.0,2.75
North Greenwood,Husky Stadium,869,1228,10571,3167.0,8779.0,2.75
North Greenwood,Interbay,978,1082,8507,2776.0,9349.0,2.75
North Greenwood,Denny,1406,1637,15475,3437.0,15823.0,2.75
North Greenwood,Westlake,870,941,8695,2018.0,8367.0,2.75
North Greenwood,King Street Station,1182,1638,14154,2850.0,13161.0,2.75
North Greenwood,Colman Dock,1366,1631,15142,2812.0,12891.0,2.75
North Greenwood,South Lake Union,813,1322,10999,3347.0,13275.0,2.75
Oaktree,North Greenwood,281,280,1183,880.0,2016.0,2.75
Oaktree,Roosevelt,498,588,5169,2107.0,5343.0,2.75
Oaktree,Husky Stadium,742,1065,10745,2602.0,9259.0,2.75
Oaktree,Interbay,1119,1218,9205,3082.0,9879.0,2.75
Oaktree,Denny,1132,1387,17733,2973.0,14819.0,2.75
Oaktree,Westlake,907,1008,8303,1565.0,8338.0,2.75
Oaktree,King Street Station,1055,1473,14328,2468.0,12593.0,2.75
Oaktree,Colman Dock,1115,1558,14455,2430.0,12323.0,2.75
Oaktree,South Lake Union,686,1159,11173,2934.0,12930.0,2.75
Roosevelt,North Greenwood,592,601,4980,2213.0,5541.0,2.75
Roosevelt,Oaktree,492,506,4397,1976.0,5029.0,2.75
Roosevelt,Husky Stadium,700,731,4715,1417.0,4109.0,2.75
Roosevelt,Interbay,1205,1209,8893,3661.0,12049.0,2.75
Roosevelt,Denny,897,1264,14154,3212.0,12384.0,2.75
Roosevelt,Westlake,866,929,7467,2323.0,8547.0,2.75
Roosevelt,King Street Station,877,1231,11078,2316.0,10042.0,2.75
Roosevelt,Colman Dock,937,1336,11205,2181.0,9524.0,2.75
Roosevelt,South Lake Union,508,917,7923,1589.0,7602.0,2.75
Husky Stadium,North Greenwood,883,965,10698,2506.0,9539.0,2.75
Husky Stadium,Oaktree,783,860,10115,2644.0,17645.0,5.5
Husky Stadium,Roosevelt,618,651,4198,1396.0,4275.0,2.75
Husky Stadium,Interbay,1217,1239,8894,2505.0,10524.0,2.75
Husky Stadium,Denny,769,991,10801,1485.0,9771.0,2.75
Husky Stadium,Westlake,879,884,6383,1597.0,9671.0,5.5
Husky Stadium,King Street Station,749,959,7725,1151.0,7805.0,2.75
Husky Stadium,Colman Dock,810,1064,7852,1258.0,7585.0,2.75
Husky Stadium,South Lake Union,381,629,4570,1806.0,7536.0,5.0
Interbay,North Greenwood,1042,1068,8448,3008.0,8896.0,2.75
Interbay,Oaktree,1239,1261,9312,3692.0,17126.0,2.75
Interbay,Roosevelt,1300,1340,9591,3153.0,12072.0,2.75
Interbay,Husky Stadium,1276,1322,8021,3114.0,9846.0,2.75
Interbay,Denny,1237,1575,10708,3268.0,11420.0,2.75
Interbay,Westlake,788,846,5386,2613.0,9153.0,2.75
Interbay,King Street Station,1250,1425,8330,2748.0,9099.0,2.75
Interbay,Colman Dock,1099,1276,7605,2658.0,8653.0,2.75
Interbay,South Lake Union,1011,1128,6443,3079.0,9295.0,2.75
Denny,North Greenwood,1316,1619,16582,3389.0,15615.0,2.75
Denny,Oaktree,1215,1507,15999,2967.0,15125.0,5.5
Denny,Roosevelt,980,1265,12284,2998.0,13828.0,5.5
Denny,Husky Stadium,863,1178,9882,1485.0,9771.0,2.75
Denny,Interbay,1245,1623,11405,3603.0,15358.0,2.75
Denny,Westlake,880,1176,7229,1765.0,6899.0,2.75
Denny,King Street Station,546,701,2695,902.0,2879.0,0.0
Denny,Colman Dock,576,760,3174,1243.0,3679.0,2.75
Denny,South Lake Union,657,1136,6476,2384.0,6855.0,5.5
Westlake,North Greenwood,891,891,8728,1582.0,8362.0,2.75
Westlake,Oaktree,836,836,8276,1354.0,8303.0,2.75
Westlake,Roosevelt,752,849,7971,1862.0,8459.0,2.75
Westlake,Husky Stadium,635,762,5569,1916.0,9358.0,5.5
Westlake,Interbay,779,818,6358,2173.0,8131.0,2.75
Westlake,Denny,820,968,8337,1956.0,6995.0,2.75
Westlake,King Street Station,800,935,5261,1696.0,4490.0,2.75
Westlake,Colman Dock,861,1040,5388,1545.0,3998.0,2.75
Westlake,South Lake Union,278,335,1160,664.0,1565.0,2.75
King Street Station,North Greenwood,1200,1297,14137,2577.0,12673.0,2.75
King Street Station,Oaktree,1100,1192,13553,2225.0,12603.0,2.75
King Street Station,Roosevelt,864,946,9838,2651.0,10719.0,0.0
King Street Station,Husky Stadium,747,857,7437,1216.0,7706.0,2.75
King Street Station,Interbay,1090,1307,10332,2528.0,9374.0,2.75
King Street Station,Denny,484,496,2691,805.0,2801.0,2.75
King Street Station,Westlake,725,859,6156,1437.0,4641.0,2.75
King Street Station,Colman Dock,260,275,889,778.0,983.0,0.0
King Street Station,South Lake Union,541,817,4030,1547.0,3959.0,2.75
Colman Dock,North Greenwood,1250,1241,12349,2555.0,12130.0,2.75
Colman Dock,Oaktree,1195,1185,11897,2229.0,12269.0,2.75
Colman Dock,Roosevelt,894,942,9720,2892.0,11537.0,5.5
Colman Dock,Husky Stadium,777,855,7318,1379.0,7480.0,2.75
Colman Dock,Interbay,1038,1102,8293,2408.0,8830.0,2.75
Colman Dock,Denny,653,667,3401,1206.0,3638.0,2.75
Colman Dock,Westlake,697,709,4110,1242.0,4295.0,2.75
Colman Dock,King Street Station,360,366,1120,696.0,1257.0,0.0
Colman Dock,South Lake Union,716,748,3802,1721.0,3759.0,2.75
South Lake Union,North Greenwood,852,899,11112,2208.0,9583.0,2.75
South Lake Union,Oaktree,752,794,10529,2182.0,9622.0,2.75
South Lake Union,Roosevelt,516,549,6814,2294.0,7163.0,2.75
South Lake Union,Husky Stadium,399,454,4412,1901.0,5473.0,2.75
South Lake Union,Interbay,876,934,7238,2483.0,9247.0,2.75
South Lake Union,Denny,584,667,7180,2088.0,6317.0,2.75
South Lake Union,Westlake,218,222,1160,516.0,1330.0,2.75
South Lake Union,King Street Station,564,636,4104,1664.0,3576.0,2.75
South Lake Union,Colman Dock,625,744,4231,1474.0,3698.0,2.75
North Greenwood,Uptown,1023,1114,10278,2549.0,11758.0,2.75
North Greenwood,Lander,1199,1671,18185,3384.0,16882.0,5.5
North Greenwood,Stadium,1239,1507,14411,2955.0,13300.0,2.75
North Greenwood,Capitol Hill,951,1306,10843,3258.0,12626.0,2.75
North Greenwood,15th Ave,1277,1717,14529,3562.0,14342.0,2.75
North Greenwood,Madison,1198,1582,13735,3878.0,15687.0,2.75
North Greenwood,Central,1273,1622,14335,3515.0,15760.0,2.75
North Greenwood,Pike/Pine,1166,1607,13543,3315.0,13576.0,2.75
North Greenwood,First Hill,1049,1527,13693,3171.0,13105.0,2.75
North Greenwood,Yesler Terrace,1035,1501,13923,3308.0,13562.0,2.75
Oaktree,Uptown,1060,1181,9886,2616.0,12767.0,2.75
Oaktree,Lander,1072,1508,18358,3182.0,16314.0,5.5
Oaktree,Stadium,1276,1575,14019,2573.0,12732.0,2.75
Oaktree,Capitol Hill,824,1144,11017,3109.0,13439.0,2.75
Oaktree,15th Ave,1150,1552,14702,3180.0,13774.0,2.75
Oaktree,Madison,1071,1432,13908,3573.0,16537.0,2.75
Oaktree,Central,1146,1463,14509,3383.0,15011.0,2.75
Oaktree,Pike/Pine,1039,1449,13716,2810.0,12902.0,2.75
Oaktree,First Hill,922,1360,13867,2959.0,12947.0,2.75
Oaktree,Yesler Terrace,908,1342,14096,3089.0,13052.0,2.75
Roosevelt,Uptown,828,1096,10125,3520.0,13428.0,2.75
Roosevelt,Lander,894,1274,15108,2819.0,15432.0,5.5
Roosevelt,Stadium,851,1329,13057,2475.0,10306.0,2.75
Roosevelt,Capitol Hill,646,901,7767,2369.0,7789.0,5.5
Roosevelt,15th Ave,973,1305,11453,3112.0,11293.0,2.75
Roosevelt,Madison,893,1191,10659,2970.0,10453.0,5.5
Roosevelt,Central,968,1224,11259,2741.0,9890.0,5.5
Roosevelt,Pike/Pine,861,1199,10466,2564.0,9852.0,2.75
Roosevelt,First Hill,744,1118,10617,2083.0,9331.0,2.75
Roosevelt,Yesler Terrace,730,1100,10846,2556.0,10166.0,2.75
Husky Stadium,Uptown,668,968,6156,1932.0,9168.0,5.5
Husky Stadium,Lander,766,1002,11756,1409.0,11012.0,2.75
Husky Stadium,Stadium,723,1061,9704,1253.0,7945.0,2.75
Husky Stadium,Capitol Hill,544,623,4466,934.0,4541.0,2.75
Husky Stadium,15th Ave,762,855,5427,1853.0,5593.0,2.75
Husky Stadium,Madison,617,720,4632,2085.0,6203.0,2.75
Husky Stadium,Central,692,755,5232,1556.0,5640.0,2.75
Husky Stadium,Pike/Pine,733,926,7114,918.0,4564.0,2.75
Husky Stadium,First Hill,617,845,7264,1351.0,5242.0,5.5
Husky Stadium,Yesler Terrace,602,827,7494,1674.0,7876.0,2.75
Interbay,Uptown,688,723,4822,1453.0,3282.0,2.75
Interbay,Lander,1352,1699,11455,3599.0,12317.0,2.75
Interbay,Stadium,1257,1433,8465,2907.0,9342.0,2.75
Interbay,Capitol Hill,1183,1460,7927,3486.0,10596.0,2.75
Interbay,15th Ave,1510,1821,9259,3775.0,10358.0,2.75
Interbay,Madison,1744,1843,12375,3868.0,13307.0,2.75
Interbay,Central,1668,1975,10688,3678.0,11616.0,2.75
Interbay,Pike/Pine,1347,1630,8148,3105.0,9672.0,2.75
Interbay,First Hill,1242,1554,7945,3254.0,9553.0,2.75
Interbay,Yesler Terrace,1382,1626,8817,2844.0,9725.0,2.75
Denny,Uptown,914,1226,6411,2286.0,6778.0,0.0
Denny,Lander,425,473,2546,592.0,2140.0,2.75
Denny,Stadium,480,565,2452,1004.0,3020.0,0.0
Denny,Capitol Hill,793,1074,8469,1677.0,6699.0,2.75
Denny,15th Ave,816,973,6071,2222.0,5062.0,5.5
Denny,Madison,1235,1409,9972,2792.0,9788.0,2.75
Denny,Central,821,982,6567,2092.0,7947.0,5.5
Denny,Pike/Pine,793,1077,5063,1661.0,6722.0,2.75
Denny,First Hill,606,902,4330,1638.0,4449.0,2.75
Denny,Yesler Terrace,655,846,3451,1799.0,4277.0,5.0
Westlake,Uptown,432,463,2188,1264.0,2034.0,2.75
Westlake,Lander,817,978,9292,2163.0,8056.0,5.5
Westlake,Stadium,774,1037,7240,1855.0,4733.0,2.75
Westlake,Capitol Hill,519,591,2795,2076.0,4057.0,2.75
Westlake,15th Ave,896,1008,5636,2247.0,6080.0,2.75
Westlake,Madison,963,1131,8733,2562.0,8717.0,2.75
Westlake,Central,1162,1221,5915,2333.0,7190.0,2.75
Westlake,Pike/Pine,842,864,3375,1799.0,5082.0,2.75
Westlake,First Hill,737,798,3171,1501.0,3477.0,2.75
Westlake,Yesler Terrace,653,803,5030,1974.0,4312.0,2.75
King Street Station,Uptown,759,909,5338,1710.0,4244.0,2.75
King Street Station,Lander,599,627,3438,752.0,3852.0,2.75
King Street Station,Stadium,127,127,245,223.0,310.0,0.0
King Street Station,Capitol Hill,678,755,6023,1408.0,4633.0,2.75
King Street Station,15th Ave,641,663,2800,1967.0,4054.0,2.25
King Street Station,Madison,1159,1208,7214,2334.0,7679.0,2.75
King Street Station,Central,745,779,3810,1571.0,3763.0,2.75
King Street Station,Pike/Pine,693,768,2648,1789.0,4212.0,2.25
King Street Station,First Hill,507,592,1915,1299.0,2301.0,2.75
King Street Station,Yesler Terrace,400,432,1468,1164.0,2634.0,2.25
Colman Dock,Uptown,707,705,3298,1668.0,3792.0,2.75
Colman Dock,Lander,733,789,6290,1180.0,4780.0,2.75
Colman Dock,Stadium,367,375,1255,781.0,1014.0,0.0
Colman Dock,Capitol Hill,707,751,5904,1571.0,4408.0,2.75
Colman Dock,15th Ave,765,774,2632,1451.0,2918.0,2.75
Colman Dock,Madison,1216,1256,5866,2264.0,5784.0,2.75
Colman Dock,Central,883,968,4106,1658.0,3928.0,2.75
Colman Dock,Pike/Pine,688,717,2153,1185.0,2065.0,2.75
Colman Dock,First Hill,501,541,1420,784.0,1353.0,2.75
Colman Dock,Yesler Terrace,523,571,1706,995.0,1813.0,2.75
South Lake Union,Uptown,350,391,1767,1650.0,4268.0,2.75
South Lake Union,Lander,582,678,8134,2333.0,7188.0,5.5
South Lake Union,Stadium,539,718,6083,1823.0,3819.0,2.75
South Lake Union,Capitol Hill,330,362,2998,1726.0,3511.0,2.75
South Lake Union,15th Ave,660,707,4479,1944.0,4117.0,2.75
South Lake Union,Madison,728,837,7576,2290.0,6672.0,2.75
South Lake Union,Central,777,900,6273,1843.0,5814.0,2.75
South Lake Union,Pike/Pine,621,606,2257,1390.0,2676.0,2.75
South Lake Union,First Hill,517,544,2053,915.0,2155.0,2.75
South Lake Union,Yesler Terrace,418,502,3872,1367.0,3209.0,2.75
North Greenwood,West Seattle Junction/Triangle,1419,1557,19741,3997.0,21000.0,2.75
North Greenwood,Morgan Junction,1615,1747,21555,4107.0,22905.0,2.75
North Greenwood,Westwood,1006,1014,9103,3822.0,11332.0,2.75
North Greenwood,Roxbury,1683,1827,23826,3973.0,24226.0,2.75
North Greenwood,Admiral,1390,1519,19872,4742.0,23245.0,2.75
North Greenwood,North Beacon Hill,1189,1638,17124,3327.0,16853.0,5.5
North Greenwood,Mt. Baker Station,1197,1634,17097,3529.0,18118.0,5.5
North Greenwood,Columbia City Station,1346,1819,19830,3607.0,19888.0,5.5
North Greenwood,Othello Station,1517,1977,22644,3847.0,22631.0,5.5
North Greenwood,Rainier Beach,1595,2063,27444,4818.0,26363.0,8.25
Oaktree,West Seattle Junction/Triangle,1456,1624,19348,3495.0,20435.0,2.75
Oaktree,Morgan Junction,1651,1814,21163,3605.0,22340.0,2.75
Oaktree,Westwood,841,863,7830,3093.0,10000.0,2.75
Oaktree,Roxbury,1720,1896,23433,3891.0,23655.0,2.75
Oaktree,Admiral,1427,1586,19479,4305.0,22650.0,2.75
Oaktree,North Beacon Hill,1062,1474,17298,3125.0,16285.0,5.5
Oaktree,Mt. Baker Station,1070,1470,17270,3327.0,17550.0,5.5
Oaktree,Columbia City Station,1219,1655,20004,3405.0,19320.0,5.5
Oaktree,Othello Station,1390,1814,22818,3645.0,22063.0,5.5
Oaktree,Rainier Beach,1468,1900,27617,4796.0,24723.0,2.75
Roosevelt,West Seattle Junction/Triangle,1066,1413,19184,3734.0,18206.0,2.75
Roosevelt,Morgan Junction,1261,1605,20999,3844.0,20111.0,2.75
Roosevelt,Westwood,794,789,6939,2586.0,9046.0,2.75
Roosevelt,Roxbury,1370,1715,22706,3830.0,21223.0,2.75
Roosevelt,Admiral,1036,1378,19315,4544.0,20266.0,2.75
Roosevelt,North Beacon Hill,884,1233,14048,2762.0,15403.0,5.5
Roosevelt,Mt. Baker Station,893,1227,14021,3053.0,13207.0,5.5
Roosevelt,Columbia City Station,1041,1426,16754,3042.0,18423.0,5.5
Roosevelt,Othello Station,1212,1587,19568,3282.0,21167.0,5.5
Roosevelt,Rainier Beach,1290,1659,24368,4735.0,22173.0,2.75
Husky Stadium,West Seattle Junction/Triangle,938,1142,15831,2382.0,15367.0,5.5
Husky Stadium,Morgan Junction,1133,1334,17646,2492.0,17272.0,5.5
Husky Stadium,Westwood,1038,1128,15545,2342.0,10699.0,2.75
Husky Stadium,Roxbury,1242,1446,19353,2598.0,18590.0,5.5
Husky Stadium,Admiral,909,1106,15962,3432.0,19478.0,5.5
Husky Stadium,North Beacon Hill,756,960,10696,1352.0,10983.0,2.75
Husky Stadium,Mt. Baker Station,765,955,10668,1554.0,12231.0,2.75
Husky Stadium,Columbia City Station,913,1156,13401,1632.0,14003.0,2.75
Husky Stadium,Othello Station,1085,1326,16215,1872.0,16747.0,2.75
Husky Stadium,Rainier Beach,1163,1392,21015,3023.0,20494.0,5.5
Interbay,West Seattle Junction/Triangle,1250,1493,14974,3790.0,17041.0,2.75
Interbay,Morgan Junction,1446,1683,16788,3900.0,18946.0,2.75
Interbay,Westwood,1819,1848,17206,5182.0,19959.0,2.75
Interbay,Roxbury,1514,1763,19059,3869.0,20405.0,2.75
Interbay,Admiral,1221,1455,15105,4600.0,19256.0,2.75
Interbay,North Beacon Hill,1386,1735,11543,3480.0,12899.0,5.5
Interbay,Mt. Baker Station,1374,1713,13080,3682.0,14146.0,5.5
Interbay,Columbia City Station,1522,1889,15387,3760.0,15919.0,5.5
Interbay,Othello Station,1693,2047,18201,4000.0,18662.0,5.5
Interbay,Rainier Beach,1771,2133,23001,4714.0,22327.0,8.25
Denny,West Seattle Junction/Triangle,605,611,5928,1628.0,8520.0,2.75
Denny,Morgan Junction,801,803,7743,2244.0,10263.0,2.75
Denny,Westwood,1471,1768,21429,3428.0,19736.0,5.5
Denny,Roxbury,906,925,9400,2710.0,11621.0,2.75
Denny,Admiral,576,575,6059,1984.0,10547.0,2.75
Denny,North Beacon Hill,458,508,2634,535.0,2111.0,2.75
Denny,Mt. Baker Station,599,649,4040,737.0,3358.0,2.75
Denny,Columbia City Station,619,766,4715,815.0,5130.0,2.75
Denny,Othello Station,766,841,7218,1055.0,7874.0,2.75
Denny,Rainier Beach,844,903,12018,2026.0,11613.0,5.5
Westlake,West Seattle Junction/Triangle,986,1059,12221,2858.0,12440.0,2.75
Westlake,Morgan Junction,1181,1252,14036,2968.0,14346.0,2.75
Westlake,Westwood,1243,1363,17116,3447.0,19192.0,5.5
Westlake,Roxbury,1250,1335,16306,2954.0,15651.0,2.75
Westlake,Admiral,957,1023,12352,3428.0,14655.0,2.75
Westlake,North Beacon Hill,807,936,8231,2106.0,8027.0,5.5
Westlake,Mt. Baker Station,816,931,8204,2308.0,9274.0,5.5
Westlake,Columbia City Station,964,1132,10937,2386.0,11047.0,5.5
Westlake,Othello Station,1135,1302,13751,2626.0,13790.0,5.5
Westlake,Rainier Beach,1213,1368,18551,3485.0,17983.0,8.25
King Street Station,West Seattle Junction/Triangle,811,827,8589,2070.0,9770.0,2.75
King Street Station,Morgan Junction,1006,1019,10404,2180.0,11676.0,2.75
King Street Station,Westwood,1355,1460,18983,2789.0,17526.0,2.75
King Street Station,Roxbury,1075,1102,12674,2222.0,13105.0,2.75
King Street Station,Admiral,782,790,8720,2661.0,11274.0,2.75
King Street Station,North Beacon Hill,633,662,3526,695.0,3823.0,2.75
King Street Station,Mt. Baker Station,638,655,5039,897.0,5087.0,2.75
King Street Station,Columbia City Station,785,847,7345,975.0,6857.0,2.75
King Street Station,Othello Station,957,1018,10160,1215.0,9601.0,2.75
King Street Station,Rainier Beach,1035,1083,14959,2411.0,12501.0,2.75
Colman Dock,West Seattle Junction/Triangle,707,727,8193,1704.0,9255.0,2.75
Colman Dock,Morgan Junction,902,919,10007,1814.0,11161.0,2.75
Colman Dock,Westwood,1385,1456,18865,2953.0,16958.0,2.75
Colman Dock,Roxbury,971,1002,12278,1980.0,12478.0,2.75
Colman Dock,Admiral,678,690,8324,1577.0,5988.0,0.0
Colman Dock,North Beacon Hill,716,746,5245,1123.0,4751.0,2.75
Colman Dock,Mt. Baker Station,724,740,5218,1325.0,5998.0,2.75
Colman Dock,Columbia City Station,879,943,7935,1403.0,7771.0,2.75
Colman Dock,Othello Station,1051,1113,10749,1643.0,10514.0,2.75
Colman Dock,Rainier Beach,1129,1179,15549,2933.0,13266.0,2.75
South Lake Union,West Seattle Junction/Triangle,753,818,12210,2310.0,11917.0,2.75
South Lake Union,Morgan Junction,948,1011,14025,2420.0,13822.0,2.75
South Lake Union,Westwood,1007,1063,15959,3356.0,17776.0,5.0
South Lake Union,Roxbury,1058,1123,15732,2886.0,15156.0,2.75
South Lake Union,Admiral,724,782,12341,2880.0,14132.0,2.75
South Lake Union,North Beacon Hill,571,637,7074,2276.0,7159.0,5.5
South Lake Union,Mt. Baker Station,580,632,7047,2478.0,8424.0,5.5
South Lake Union,Columbia City Station,728,832,9780,2556.0,10194.0,5.5
South Lake Union,Othello Station,900,1003,12594,2796.0,12937.0,5.5
South Lake Union,Rainier Beach,978,1068,17394,3753.0,14914.0,2.75
North Greenwood,Belltown,1024,1179,10576,2026.0,10850.0,2.75
Oaktree,Belltown,1060,1246,10183,1644.0,10282.0,2.75
Roosevelt,Belltown,1020,1166,9348,2773.0,10566.0,2.75
Husky Stadium,Belltown,723,964,7148,996.0,6312.0,2.75
Interbay,Belltown,817,1094,6092,1804.0,6888.0,2.75
Denny,Belltown,710,1022,5234,1419.0,4725.0,2.75
Westlake,Belltown,644,671,2893,711.0,2233.0,2.75
King Street Station,Belltown,715,709,2627,968.0,2467.0,2.75
Colman Dock,Belltown,518,495,1850,851.0,2121.0,2.75
South Lake Union,Belltown,562,600,2472,902.0,2469.0,2.75
Uptown,University District,799,934,6863,2527.0,9229.0,2.75
Uptown,Ballard,857,880,7865,1626.0,7983.0,2.75
Uptown,Fremont,544,590,4702,1599.0,7608.0,2.75
Uptown,Campus Parkway,810,955,7188,2149.0,11264.0,2.75
Uptown,Northgate,952,1060,12066,2871.0,17322.0,2.75
Uptown,Broadview,1340,1361,12802,3513.0,15429.0,2.75
Uptown,Crown Hill,993,1016,9211,1587.0,9251.0,2.75
Uptown,Greenwood,1054,1086,10437,2508.0,11501.0,2.75
Uptown,Lake City,1093,1215,13214,2779.0,16410.0,5.5
Uptown,North Green Lake,673,700,7977,2217.0,10337.0,2.75
Lander,University District,887,1257,12261,2279.0,12966.0,5.5
Lander,Ballard,1575,1961,20703,3481.0,15653.0,5.5
Lander,Fremont,1044,1311,10370,2415.0,10882.0,5.5
Lander,Campus Parkway,898,1278,12585,2155.0,12377.0,5.5
Lander,Northgate,1039,1385,17463,2937.0,19392.0,5.5
